Time (s),Heat Flow (mJ/s)
0,14.711936
1.00002,14.705809
1.99998,14.69944
3,14.692979
4.00002,14.686477
4.99998,14.679905
6,14.673351
7.00002,14.666815
7.99998,14.660336
9,14.653854
10.00002,14.647412
10.99998,14.640989
12,14.634677
13.00002,14.628329
13.99998,14.621999
15,14.615613
16.00002,14.60921
16.99998,14.60284
18,14.596399
19.00002,14.589977
19.99998,14.583555
21,14.577115
22.00002,14.570656
22.99998,14.564216
24,14.557721
25.00002,14.551207
25.99998,14.544764
27,14.538288
28.00002,14.531867
28.99998,14.525391
30,14.518933
31.00002,14.512532
31.99998,14.506186
33,14.499841
34.00002,14.493458
34.99998,14.487039
36,14.480601
37.00002,14.474085
37.99998,14.467592
39,14.461006
40.00002,14.454568
40.99998,14.448298
42,14.442066
43.00002,14.435889
43.99998,14.429805
45,14.42387
46.00002,14.417991
46.99998,14.412256
48,14.406526
49.00002,14.400722
49.99998,14.394806
51,14.388612
52.00002,14.382381
52.99998,14.37628
54,14.370346
55.00002,14.36445
55.99998,14.358493
57,14.352411
58.00002,14.34618
58.99998,14.339802
60,14.333349
60.19998,14.326971
60.40002,14.320945
60.6,14.31562
60.79998,14.310598
61.00002,14.305854
61.2,14.300684
61.39998,14.295643
61.60002,14.290621
61.8,14.285557
61.99998,14.280369
62.20002,14.27518
62.4,14.270047
62.59998,14.265119
62.80002,14.260246
63,14.255331
63.19998,14.250329
63.40002,14.245159
63.6,14.239916
63.79998,14.23471
64.00002,14.229665
64.2,14.224608
64.39998,14.219903
64.60002,14.215923
64.8,14.212462
64.99998,14.208662
65.20002,14.204348
65.4,14.199551
65.59998,14.194903
65.80002,14.190657
66,14.18651
66.19998,14.182271
66.40002,14.178124
66.6,14.174028
66.79998,14.170104
67.00002,14.166366
67.2,14.162536
67.39998,14.158532
67.60002,14.154609
67.8,14.150537
67.99998,14.146478
68.20002,14.142536
68.4,14.138613
68.59998,14.134833
68.80002,14.131133
69,14.127433
69.19998,14.123783
69.40002,14.12012
69.6,14.116513
69.79998,14.113141
70.00002,14.109924
70.2,14.106652
70.39998,14.102965
70.60002,14.099618
70.8,14.096643
70.99998,14.093773
71.20002,14.091224
71.4,14.088769
71.59998,14.086307
71.80002,14.083759
72,14.081248
72.19998,14.078731
72.40002,14.076257
72.6,14.073795
72.79998,14.071359
73.00002,14.068941
73.2,14.066573
73.39998,14.064099
73.60002,14.061626
73.8,14.059239
73.99998,14.056858
74.20002,14.054552
74.4,14.052258
74.59998,14.049859
74.80002,14.047509
75,14.045148
75.19998,14.042897
75.40002,14.040733
75.6,14.038687
75.79998,14.036957
76.00002,14.035294
76.2,14.033693
76.39998,14.032074
76.60002,14.030541
76.8,14.029052
76.99998,14.027452
77.20002,14.025882
77.4,14.024356
77.59998,14.02286
77.80002,14.021371
78,14.019901
78.19998,14.018479
78.40002,14.017027
78.6,14.015557
78.79998,14.014117
79.00002,14.012703
79.2,14.011288
79.39998,14.009904
79.60002,14.008527
79.8,14.007187
79.99998,14.005802
80.20002,14.004444
80.4,14.003085
80.59998,14.001794
80.80002,14.000473
81,13.999126
81.19998,13.997823
81.40002,13.996539
81.6,13.995192
81.79998,13.993852
82.00002,13.992568
82.2,13.991277
82.39998,13.990104
82.60002,13.988838
82.8,13.987955
82.99998,13.987358
83.20002,13.986816
83.4,13.986248
83.59998,13.985725
83.80002,13.98525
84,13.984801
84.19998,13.984259
84.40002,13.983654
84.6,13.983038
84.79998,13.982515
85.00002,13.982003
85.2,13.981443
85.39998,13.980845
85.60002,13.980241
85.8,13.979662
85.99998,13.97912
86.20002,13.978571
86.4,13.978048
86.59998,13.977525
86.80002,13.977069
87,13.97662
87.19998,13.976171
87.40002,13.975752
87.6,13.975377
87.79998,13.97494
88.00002,13.974454
88.2,13.973875
88.39998,13.973363
88.60002,13.972896
88.8,13.972503
88.99998,13.972214
89.20002,13.971987
89.4,13.971761
89.59998,13.971546
89.80002,13.971264
90,13.97102
90.19998,13.970842
90.40002,13.970708
90.6,13.970705
90.79998,13.970638
91.00002,13.97056
91.2,13.970594
91.39998,13.970712
91.60002,13.97082
91.8,13.970965
91.99998,13.971046
92.20002,13.971117
92.4,13.971199
92.59998,13.971269
92.80002,13.971414
93,13.971689
93.19998,13.971993
93.40002,13.972193
93.6,13.972375
93.79998,13.97266
94.00002,13.972898
94.2,13.973091
94.39998,13.973291
94.60002,13.973473
94.8,13.973703
94.99998,13.973885
95.20002,13.974104
95.4,13.974297
95.59998,13.974497
95.80002,13.974753
96,13.975065
96.19998,13.975332
96.40002,13.975588
96.6,13.975855
96.79998,13.976111
97.00002,13.976404
97.2,13.976726
97.39998,13.977038
97.60002,13.977424
97.8,13.977802
97.99998,13.978206
98.20002,13.978573
98.4,13.978951
98.59998,13.979281
98.80002,13.979649
99,13.980045
99.19998,13.980468
99.40002,13.980909
99.6,13.981362
99.79998,13.981766
100.00002,13.982189
100.2,13.98266
100.39998,13.983119
100.60002,13.983616
100.8,13.98418
100.99998,13.984788
101.20002,13.985359
101.4,13.985959
101.59998,13.986567
101.80002,13.987175
102,13.987757
102.19998,13.98831
102.40002,13.988899
102.6,13.9895
102.79998,13.990145
103.00002,13.99079
103.2,13.991427
103.39998,13.992054
103.60002,13.992717
103.8,13.993392
103.99998,13.994092
104.20002,13.994793
104.4,13.995505
104.59998,13.996224
104.80002,13.996961
105,13.997691
105.19998,13.99841
105.40002,13.999148
105.6,13.999915
105.79998,14.000653
106.00002,14.001409
106.2,14.002176
106.39998,14.002932
106.60002,14.003706
106.8,14.00451
106.99998,14.005341
107.20002,14.006152
107.4,14.007012
107.59998,14.007879
107.80002,14.008746
108,14.009643
108.19998,14.010473
108.40002,14.011303
108.6,14.012125
108.79998,14.012992
109.00002,14.013915
109.2,14.014867
109.39998,14.015808
109.60002,14.016749
109.8,14.017664
109.99998,14.018587
110.20002,14.019454
110.4,14.020376
110.59998,14.021329
110.80002,14.022307
111,14.023277
111.19998,14.024237
111.40002,14.025233
111.6,14.026241
111.79998,14.027274
112.00002,14.028289
112.2,14.029304
112.39998,14.030367
112.60002,14.031382
112.8,14.032416
112.99998,14.03346
113.20002,14.034512
113.4,14.035557
113.59998,14.036664
113.80002,14.03779
114,14.038983
114.19998,14.040127
114.40002,14.041309
114.6,14.042483
114.79998,14.043683
115.00002,14.044846
115.2,14.046046
115.39998,14.047294
115.60002,14.048549
115.8,14.049742
115.99998,14.050905
116.20002,14.05203
116.4,14.053204
116.59998,14.054367
116.80002,14.05553
117,14.056692
117.19998,14.057885
117.40002,14.059103
117.6,14.06037
117.79998,14.061643
118.00002,14.062898
118.2,14.064183
118.39998,14.065476
118.60002,14.066749
118.8,14.06806
118.99998,14.0694
119.20002,14.070729
119.4,14.07204
119.59998,14.07338
119.80002,14.074672
120,14.075964
120.19998,14.077286
120.40002,14.078615
120.6,14.079981
120.79998,14.081395
121.00002,14.082872
121.2,14.084312
121.39998,14.085634
121.60002,14.086889
121.8,14.088125
121.99998,14.089354
122.20002,14.090609
122.4,14.091993
122.59998,14.093333
122.80002,14.094625
123,14.09599
123.19998,14.097497
123.40002,14.098937
123.6,14.100302
123.79998,14.101587
124.00002,14.102786
124.2,14.103948
124.39998,14.105269
124.60002,14.106709
124.8,14.108722
124.99998,14.110691
125.20002,14.112538
125.4,14.114403
125.59998,14.11628
125.80002,14.118015
126,14.119843
126.19998,14.121628
126.40002,14.123345
126.6,14.125172
126.79998,14.126364
127.00002,14.127155
127.2,14.128317
127.39998,14.129879
127.60002,14.131447
127.8,14.132942
127.99998,14.134596
128.20002,14.136331
128.4,14.1379
128.59998,14.139425
128.80002,14.140919
129,14.142432
129.19998,14.144049
129.40002,14.145877
129.6,14.147667
129.79998,14.149451
130.00002,14.15126
130.2,14.153106
130.39998,14.154852
130.60002,14.156569
130.8,14.158285
130.99998,14.160068
131.20002,14.161822
131.4,14.163501
131.59998,14.165155
131.80002,14.166778
132,14.16842
132.19998,14.170148
132.40002,14.171883
132.6,14.173599
132.79998,14.175345
133.00002,14.177098
133.2,14.178832
133.39998,14.180578
133.60002,14.182368
133.8,14.184121
133.99998,14.185941
134.20002,14.187731
134.4,14.189502
134.59998,14.191322
134.80002,14.193075
135,14.194772
135.19998,14.196573
135.40002,14.198419
135.6,14.200319
135.79998,14.202232
136.00002,14.204187
136.2,14.206088
136.39998,14.208
136.60002,14.209919
136.8,14.211819
136.99998,14.213732
137.20002,14.215651
137.4,14.217551
137.59998,14.2195
137.80002,14.221419
138,14.223337
138.19998,14.225212
138.40002,14.227131
138.6,14.229031
138.79998,14.230962
139.00002,14.232898
139.2,14.234835
139.39998,14.236784
139.60002,14.238721
139.8,14.240658
139.99998,14.242681
140.20002,14.244673
140.4,14.246665
140.59998,14.24867
140.80002,14.250625
141,14.252598
141.19998,14.254584
141.40002,14.256576
141.6,14.258568
141.79998,14.260591
142.00002,14.262583
142.2,14.264642
142.39998,14.266671
142.60002,14.268718
142.8,14.270747
142.99998,14.272788
143.20002,14.274835
143.4,14.276919
143.59998,14.279034
143.80002,14.281118
144,14.283221
144.19998,14.285336
144.40002,14.287401
144.6,14.289485
144.79998,14.291581
145.00002,14.293628
145.2,14.295693
145.39998,14.297789
145.60002,14.299873
145.8,14.301975
145.99998,14.304071
146.20002,14.306192
146.4,14.308275
146.59998,14.31039
146.80002,14.312529
147,14.314612
147.19998,14.316745
147.40002,14.318866
147.6,14.320986
147.79998,14.323063
148.00002,14.325183
148.2,14.327304
148.39998,14.329436
148.60002,14.331612
148.8,14.333769
148.99998,14.335938
149.20002,14.338114
149.4,14.340308
149.59998,14.342533
149.80002,14.344727
150,14.346939
150.19998,14.349164
150.40002,14.351376
150.6,14.353607
150.79998,14.355832
151.00002,14.358081
151.2,14.360385
151.39998,14.362665
151.60002,14.364914
151.8,14.367145
151.99998,14.369406
152.20002,14.371711
152.4,14.373996
152.59998,14.376313
152.80002,14.378636
153,14.380866
153.19998,14.383127
153.40002,14.385395
153.6,14.387717
153.79998,14.389997
154.00002,14.392282
154.2,14.394586
154.39998,14.396903
154.60002,14.399207
154.8,14.401547
154.99998,14.403901
155.20002,14.406334
155.4,14.408748
155.59998,14.411157
155.80002,14.41359
156,14.416005
156.19998,14.418432
156.40002,14.420902
156.6,14.423316
156.79998,14.425743
157.00002,14.428139
157.2,14.430572
157.39998,14.43298
157.60002,14.435413
157.8,14.437827
157.99998,14.440272
158.20002,14.442668
158.4,14.4451
158.59998,14.447601
158.80002,14.450089
159,14.452613
159.19998,14.455114
159.40002,14.457602
159.6,14.460071
159.79998,14.462534
160.00002,14.465022
160.2,14.467509
160.39998,14.47001
160.60002,14.472516
160.8,14.475021
160.99998,14.477559
161.20002,14.48012
161.4,14.482644
161.59998,14.485181
161.80002,14.487724
162,14.490266
162.19998,14.492822
162.40002,14.495401
162.6,14.497999
162.79998,14.500591
163.00002,14.503171
163.2,14.505731
163.39998,14.508324
163.60002,14.510903
163.8,14.5135
163.99998,14.516092
164.20002,14.518671
164.4,14.521232
164.59998,14.523824
164.80002,14.52644
165,14.529074
165.19998,14.531703
165.40002,14.534318
165.6,14.536971
165.79998,14.539618
166.00002,14.542271
166.2,14.544923
166.39998,14.547607
166.60002,14.550315
166.8,14.553022
166.99998,14.555688
167.20002,14.558377
167.4,14.561048
167.59998,14.563769
167.80002,14.566476
168,14.569202
168.19998,14.57196
168.40002,14.574685
168.6,14.577466
168.79998,14.580261
169.00002,14.583042
169.2,14.585823
169.39998,14.588692
169.60002,14.591509
169.8,14.594327
169.99998,14.597158
170.20002,14.600013
170.4,14.602886
170.59998,14.605736
170.80002,14.60859
171,14.611426
171.19998,14.614331
171.40002,14.617222
171.6,14.620095
171.79998,14.623
172.00002,14.625891
172.2,14.628782
172.39998,14.631724
172.60002,14.634596
172.8,14.637505
172.99998,14.640392
173.20002,14.643282
173.4,14.646173
173.59998,14.649059
173.80002,14.651968
174,14.654859
174.19998,14.657745
174.40002,14.660635
174.6,14.663507
174.79998,14.666411
175.00002,14.669339
175.2,14.67221
175.39998,14.675133
175.60002,14.678079
175.8,14.681024
175.99998,14.684002
176.20002,14.686966
176.4,14.689967
176.59998,14.692963
176.80002,14.695927
177,14.698872
177.19998,14.701776
177.40002,14.704647
177.6,14.707518
177.79998,14.710385
178.00002,14.713311
178.2,14.716237
178.39998,14.719215
178.60002,14.722086
178.8,14.725067
178.99998,14.728433
179.20002,14.731746
179.4,14.735282
179.59998,14.738739
179.80002,14.741887
180,14.744997
180.19998,14.748159
180.40002,14.751251
180.6,14.75438
180.79998,14.757523
181.00002,14.760726
181.2,14.763891
181.39998,14.767034
181.60002,14.770126
181.8,14.773287
181.99998,14.776434
182.20002,14.779618
182.4,14.782802
182.59998,14.786074
182.80002,14.789294
183,14.792552
183.19998,14.795805
183.40002,14.79897
183.6,14.802187
183.79998,14.805333
184.00002,14.808535
184.2,14.81181
184.39998,14.815174
184.60002,14.818597
184.8,14.822057
184.99998,14.82555
185.20002,14.829047
185.4,14.832599
185.59998,14.836166
185.80002,14.839662
186,14.843085
186.19998,14.846504
186.40002,14.84989
186.6,14.853257
186.79998,14.856657
187.00002,14.860061
187.2,14.863483
187.39998,14.86692
187.60002,14.870398
187.8,14.873875
187.99998,14.877423
188.20002,14.880974
188.4,14.884507
188.59998,14.888073
188.80002,14.891587
189,14.895138
189.19998,14.898685
189.40002,14.902255
189.6,14.905842
189.79998,14.909427
190.00002,14.913014
190.2,14.916598
190.39998,14.920259
190.60002,14.923957
190.8,14.9276
190.99998,14.931221
191.20002,14.9349
191.4,14.938617
191.59998,14.942385
191.80002,14.946101
192,14.949762
192.19998,14.953438
192.40002,14.957172
192.6,14.960959
192.79998,14.964767
193.00002,14.968575
193.2,14.972383
193.39998,14.976188
193.60002,14.980032
193.8,14.983858
193.99998,14.987774
194.20002,14.991674
194.4,14.995592
194.59998,14.99947
194.80002,15.003333
195,15.007196
195.19998,15.011129
195.40002,15.015066
195.6,15.01902
195.79998,15.022972
196.00002,15.026908
196.2,15.030789
196.39998,15.034704
196.60002,15.038584
196.8,15.04252
196.99998,15.046527
197.20002,15.050574
197.4,15.054638
197.59998,15.058737
197.80002,15.062802
198,15.066885
198.19998,15.07091
198.40002,15.074901
198.6,15.078891
198.79998,15.082879
199.00002,15.086943
199.2,15.091081
199.39998,15.095291
199.60002,15.099484
199.8,15.103714
199.99998,15.107978
200.20002,15.112282
200.4,15.116604
200.59998,15.12096
200.80002,15.125282
201,15.129604
201.19998,15.13396
201.40002,15.138245
201.6,15.142548
201.79998,15.146941
202.00002,15.151336
202.2,15.155713
202.39998,15.160142
202.60002,15.164593
202.8,15.16908
202.99998,15.173546
203.20002,15.177996
203.4,15.182465
203.59998,15.186986
203.80002,15.19151
204,15.196089
204.19998,15.200739
204.40002,15.205299
204.6,15.209878
204.79998,15.214473
205.00002,15.218996
205.2,15.223556
205.39998,15.228151
205.60002,15.232674
205.8,15.237215
205.99998,15.241754
206.20002,15.246111
206.4,15.250357
206.59998,15.254619
206.80002,15.259178
207,15.264199
207.19998,15.26918
207.40002,15.274588
207.6,15.280106
207.79998,15.285733
208.00002,15.290937
208.2,15.295957
208.39998,15.301104
208.60002,15.306179
208.8,15.311235
208.99998,15.316216
209.20002,15.321364
209.4,15.326642
209.59998,15.332028
209.80002,15.337342
210,15.342675
210.19998,15.348006
210.40002,15.353338
210.6,15.358725
210.79998,15.364148
211.00002,15.369499
211.2,15.374849
211.39998,15.380253
211.60002,15.385659
211.8,15.391046
211.99998,15.396505
212.20002,15.401873
212.4,15.40726
212.59998,15.412682
212.80002,15.418069
213,15.4234
213.19998,15.428803
213.40002,15.434152
213.6,15.43952
213.79998,15.444923
214.00002,15.450272
214.2,15.45564
214.39998,15.461006
214.60002,15.466355
214.8,15.471722
214.99998,15.477143
215.20002,15.482528
215.4,15.48795
215.59998,15.493372
215.80002,15.498738
216,15.504141
216.19998,15.509562
216.40002,15.514966
216.6,15.52035
216.79998,15.525734
217.00002,15.531137
217.2,15.536521
217.39998,15.541923
217.60002,15.547289
217.8,15.552636
217.99998,15.557983
218.20002,15.563293
218.4,15.568621
218.59998,15.573949
218.80002,15.579333
219,15.584716
219.19998,15.590099
219.40002,15.595427
219.6,15.600736
219.79998,15.606064
220.00002,15.611373
220.2,15.616737
220.39998,15.622157
220.60002,15.627558
220.8,15.632922
220.99998,15.637973
221.20002,15.643042
221.4,15.648055
221.59998,15.652922
221.80002,15.65764
222,15.662451
222.19998,15.667225
222.40002,15.672109
222.6,15.677011
222.79998,15.681969
223.00002,15.686816
223.2,15.691626
223.39998,15.696381
223.60002,15.701099
223.8,15.70578
223.99998,15.710498
224.20002,15.715215
224.4,15.719914
224.59998,15.724577
224.80002,15.72922
225,15.733845
225.19998,15.738452
225.40002,15.742966
225.6,15.747536
225.79998,15.752124
226.00002,15.756638
226.2,15.761134
226.39998,15.765611
226.60002,15.769996
226.8,15.774381
226.99998,15.778748
227.20002,15.783059
227.4,15.787443
227.59998,15.791902
227.80002,15.796305
228,15.800615
228.19998,15.804945
228.40002,15.809237
228.6,15.813492
228.79998,15.817785
229.00002,15.822058
229.2,15.826295
229.39998,15.830587
229.60002,15.834842
229.8,15.83906
229.99998,15.843352
230.20002,15.847662
230.4,15.851935
230.59998,15.856171
230.80002,15.860205
231,15.864182
231.19998,15.868309
231.40002,15.872305
231.6,15.876209
231.79998,15.880021
232.00002,15.883796
232.2,15.887608
232.39998,15.891494
232.60002,15.895361
232.8,15.899191
232.99998,15.903022
233.20002,15.906814
233.4,15.910662
233.59998,15.914604
233.80002,15.918452
234,15.922355
234.19998,15.926259
234.40002,15.930144
234.6,15.933973
234.79998,15.937877
235.00002,15.941761
235.2,15.945664
235.39998,15.949623
235.60002,15.953544
235.8,15.957521
235.99998,15.961498
236.20002,15.965474
236.4,15.969487
236.59998,15.973557
236.80002,15.977606
237,15.9816
237.19998,15.985633
237.40002,15.989609
237.6,15.993676
237.79998,15.997746
238.00002,16.001832
238.2,16.005954
238.39998,16.010115
238.60002,16.014257
238.8,16.018379
238.99998,16.022522
239.20002,16.026699
239.4,16.030932
239.59998,16.035406
239.80002,16.039915
240,16.044424
240.19998,16.049174
240.40002,16.053812
240.6,16.058505
240.79998,16.063162
241.00002,16.075366
241.2,16.067579
241.39998,16.059774
241.60002,16.051657
241.8,16.043355
241.99998,16.035035
242.20002,16.026588
242.4,16.018084
242.59998,16.009525
242.80002,16.001114
243,15.992795
243.19998,15.984402
243.40002,15.976011
243.6,15.967729
243.79998,15.959465
244.00002,15.951166
244.2,15.942921
244.39998,15.934621
244.60002,15.926378
244.8,15.918391
244.99998,15.910735
245.20002,15.903302
245.4,15.895775
245.59998,15.888341
245.80002,15.880632
246,15.872774
246.19998,15.865065
246.40002,15.857503
246.6,15.849812
246.79998,15.841992
247.00002,15.834044
247.2,15.825728
247.39998,15.81675
247.60002,15.808121
247.8,15.799382
247.99998,15.790773
248.20002,15.782347
248.4,15.774087
248.59998,15.765901
248.80002,15.757476
249,15.749124
249.19998,15.740718
249.40002,15.732403
249.6,15.724015
249.79998,15.715701
250.00002,15.707552
250.2,15.699441
250.39998,15.691293
250.60002,15.68331
250.8,15.675402
250.99998,15.667548
251.20002,15.659695
251.4,15.65175
251.59998,15.643768
251.80002,15.635787
252,15.628025
252.19998,15.620412
252.40002,15.612945
252.6,15.605314
252.79998,15.59829
253.00002,15.590529
253.2,15.582751
253.39998,15.575102
253.60002,15.56747
253.8,15.559858
253.99998,15.552227
254.20002,15.544559
254.4,15.5368
254.59998,15.529005
254.80002,15.5213
255,15.513781
255.19998,15.506225
255.40002,15.498778
255.6,15.491333
255.79998,15.483961
256.00002,15.476754
256.2,15.469364
256.39998,15.462177
256.60002,15.455227
256.8,15.448904
256.99998,15.442968
257.20002,15.436846
257.4,15.430615
257.59998,15.424367
257.80002,15.41808
258,15.411684
258.19998,15.405546
258.40002,15.399647
258.6,15.393967
258.79998,15.3884
259.00002,15.382849
259.2,15.377263
259.39998,15.371732
259.60002,15.366163
259.8,15.360577
259.99998,15.354992
260.20002,15.349441
260.4,15.343856
260.59998,15.338253
260.80002,15.332702
261,15.327136
261.19998,15.321625
261.40002,15.316295
261.6,15.310858
261.79998,15.305402
262.00002,15.299926
262.2,15.294341
262.39998,15.288721
262.60002,15.283189
262.8,15.277569
262.99998,15.272003
263.20002,15.266509
263.4,15.260907
263.59998,15.255507
263.80002,15.250326
264,15.246029
264.19998,15.241788
264.40002,15.237397
264.6,15.233101
264.79998,15.228511
265.00002,15.223811
265.2,15.219126
265.39998,15.214444
265.60002,15.209833
265.8,15.205151
265.99998,15.200433
266.20002,15.195712
266.4,15.190975
266.59998,15.186257
266.80002,15.181702
267,15.177241
267.19998,15.172799
267.40002,15.168372
267.6,15.163857
267.79998,15.159268
268.00002,15.154621
268.2,15.149867
268.39998,15.145168
268.60002,15.14087
268.8,15.136613
268.99998,15.132502
269.20002,15.128389
269.4,15.124315
269.59998,15.12026
269.80002,15.116113
270,15.111871
270.19998,15.107724
270.40002,15.103725
270.6,15.099814
270.79998,15.095906
271.00002,15.09198
271.2,15.088125
271.39998,15.084272
